ARTR,3061,Topics in Print Media
ARTR,3162,Large Format Printing and Mixed Media
ARTR,3263,Mixed-Media Bookmaking and Papermaking
ARTT,2191,Photographic Media I - Darkroom
ARTT,3091,Topics in Photography
ARTT,3190,Digital Photography
ARTT,3191,Camera and Light
ARTT,3193,Alternative and Historic Photographic Media
ARTT,3195,Visual Narrative
ARTT,3390,Digital Compositing
ARTT,3391,Experimental Photographic Media
ARTT,4291,Introduction to Creative Research in Photography
ARTT,4409,Internship in Photography
ARTZ,2104,Installation Art
ARTZ,2141,Methods and Materials in Sculpture
ARTZ,2306,Introduction to 3D Modeling and Digital Fabrication
ARTZ,3041,Topics in Sculpture
ARTZ,3142,Sculpture: Metal Fabrication and Bronze Casting
ARTZ,3243,Sculpture: Wood and Stone Carving
ARTZ,3306,Advanced 3D Modeling and Digital Fabrication
ARTZ,3344,Sculpture: Mixed Media
COAA,1101,"Student Success in Architecture, Art, Performance, and Design"
COAA,3150,Musical Theatre History
COAA,3350,Musical Theatre Workshop
COAA,4000,"Interdisciplinary Topics in Architecture, Art, Performance, and Design"
COAA,4800,Independent Study
AAHP,2600,Introductory Honors Seminar
AAHP,3701,Honors Seminar in Dance
AAHP,3702,Honors Seminar in Architecture
AAHP,3703,Honors Seminar in Music
AAHP,3704,Honors Seminar in Theatre
AAHP,3705,Honors Seminar in Art and Art History
AAHP,3706,Interdisciplinary Honors Seminar
AAHP,3900,Honors Thesis
BINF,1101,Introduction to Bioinformatics and Genomics
BINF,2111,Introduction to Bioinformatics Computing
BINF,3101,Sequence Analysis
BINF,3121,Statistics for Bioinformatics
BINF,3131,Bioinformatics Algorithms
BINF,3201,Genomic Methods
BINF,3900,Undergraduate Research
BINF,4010,Topics in Bioinformatics and Genomics
BINF,4171,Business of Biotechnology
BINF,4191,Life Sciences and the Law
BINF,4211,Applied Data Mining for Bioinformatics
BINF,4600,Bioinformatics and Genomics Seminar
BINF,4650,Senior Project
BINF,4900,Principles of Team Science
BIOL,1000,Special Topics in Biology
BIOL,1110,Principles of Biology I
BIOL,1110L,Principles of Biology I Laboratory
BIOL,1115,Principles of Biology II
BIOL,2000,Special Topics in Biology
BIOL,2120,General Biology I
BIOL,2120L,General Biology I Laboratory
BIOL,2130,General Biology II
BIOL,2130L,General Biology II Laboratory
BIOL,2140L,General Biology Laboratory
BIOL,2259,Fundamentals of Microbiology
BIOL,2259L,Fundamentals of Microbiology Laboratory
BIOL,2273,Human Anatomy and Physiology
BIOL,2273L,Human Anatomy and Physiology Laboratory
BIOL,2274,Human Anatomy and Physiology II
BIOL,2274L,Human Anatomy and Physiology II Laboratory
BIOL,3000,Special Topics in Biology
BIOL,3111,Cell Biology
BIOL,3111L,Cell Biology Laboratory
BIOL,3144,Ecology
BIOL,3144L,Ecology Laboratory
BIOL,3161,Introduction to Biotechnology
BIOL,3166,Genetics
BIOL,3166L,Genetics Laboratory
BIOL,3202,Horticulture
BIOL,3202L,Horticulture Laboratory
BIOL,3215,Economic Botany
BIOL,3222,General Botany
BIOL,3222L,General Botany Laboratory
BIOL,3229,Field Botany
BIOL,3231,Invertebrate Zoology
BIOL,3233,Vertebrate Zoology
BIOL,3234,Field Entomology
BIOL,3235,Biology of Insects
BIOL,3236,General Zoology
BIOL,3236L,General Zoology Laboratory
BIOL,3244,Field Ecology
BIOL,3271,Human Body in Health and Disease
BIOL,3272,Plant Physiology
BIOL,3272L,Plant Physiology Laboratory
BIOL,3273,Animal Physiology
BIOL,3273L,Animal Physiology Laboratory
BIOL,3274,Scientific Writing
BIOL,3405,Internship in Biology
BIOL,3500,Biology Cooperative Education Experience
BIOL,3800,Tutorial in Biology
BIOL,3900,Undergraduate Research
BIOL,4000,Special Topics in Biology
BIOL,4040,Stem Cells
BIOL,4111,Evolution
BIOL,4121,Biometry
BIOL,4144,Advanced Ecology
BIOL,4162,Advanced Biotechnology I
BIOL,4163,Advanced Biotechnology II
BIOL,4167,Medical Genetics
BIOL,4168,Recombinant DNA Techniques
BIOL,4171,Cell Physiology
BIOL,4184,Plant Biotechnology
BIOL,4199,Molecular Biology
BIOL,4233,Parasitology
BIOL,4235,Mammalogy
BIOL,4242,Biology of Birds
BIOL,4242L,Biology of Birds Laboratory
BIOL,4243,Animal Behavior
BIOL,4244,Conservation Biology
BIOL,4244L,Conservation Biology Laboratory
BIOL,4245,Marine Biology
BIOL,4250,Microbiology
BIOL,4250L,Microbiology Laboratory
BIOL,4251,Immunology
BIOL,4255,Bacterial Genetics
BIOL,4256,Pathogenic Bacteriology
BIOL,4256L,Pathogenic Bacteriology Laboratory
BIOL,4257,Microbial Physiology and Metabolism
BIOL,4257L,Microbial Physiology and Metabolism Lab
BIOL,4258,Epidemics and Plagues
BIOL,4259,Virology
BIOL,4260,Population Genetics
BIOL,4261,Genome Stability and Human Disease
BIOL,4265,Drugs: Molecular and Cellular Mechanisms
BIOL,4272,Comparative Animal Physiology
BIOL,4274,Environmental Toxicology and Health
BIOL,4276,Cardiovascular Physiology
BIOL,4277,Endocrinology
BIOL,4279,Neurobiology
BIOL,4279L,Neurobiology Laboratory
BIOL,4283,Developmental Biology
BIOL,4284,Eukaryotic Microbiology
BIOL,4292,Advances in Immunology
BIOL,4293,Comparative Vertebrate Anatomy
BIOL,4300,Life: How We Got Here
BIOL,4405,Internship/Laboratory Research
BIOL,4600,Senior Seminar
BIOL,4601,Honors Seminar
BIOL,4700,Honors Research I
BIOL,4701,Honors Research II
BUSN,1100,Freshman Honors Seminar
BUSN,1101,Introduction to Business and Professional Development
BUSN,1701,Practicum I: Corporate Citizenship
BUSN,2000,Topics in Business and Economics
BUSN,2100,Business Professional Development
BUSN,2701,Practicum II: Professionalism and Service Seminar
BUSN,2702,Practicum III: Leadership and Group Dynamics
BUSN,3400,Business Honors Internship
BUSN,3701,Practicum IV: Building Networks for Success
BUSN,4701,Business Honors Thesis
BUSA,3000,Topics in Business Analytics
BUSA,3400,Business Analytics Internship
BLAW,3150,Business Law I
BLAW,3250,Business Law II
CAPI,1501,Global Social Science: Capitalism in Global Context
CAPI,1512,Local Arts/Humanities: Capitalism in the USA and Beyond
CAPI,2050,Topics in Capitalism Studies
CAPI,2100,Introduction to Capitalism Studies
CAPI,3050,Topics in Capitalism Studies
CAPI,3800,Independent Study
CAPI,4050,Capstone in Capitalism Studies
CHEM,1111,Chemistry in Today’s Society
CHEM,1111L,Laboratory in Chemistry
CHEM,1112,Chemistry in Today’s Society
CHEM,1112L,Laboratory in Chemistry
CHEM,1200,Fundamentals of Chemistry
CHEM,1203,"Introduction to General, Organic, and Biochemistry I"
CHEM,1203L,"Introduction to General, Organic, and Biochemistry I Laboratory"
CHEM,1204,"Introduction to General, Organic, and Biochemistry II"
CHEM,1204L,"Introduction to General, Organic, and Biochemistry II Laboratory"
CHEM,1251,General Chemistry I
CHEM,1251L,General Chemistry I Laboratory
CHEM,1252,General Chemistry II
CHEM,1252L,General Chemistry II Laboratory
CHEM,1253L,Introduction to Modern Laboratory Methods
CHEM,2130,Survey of Organic Chemistry
CHEM,2131,Organic Chemistry I
CHEM,2131L,Organic Chemistry I Laboratory
CHEM,2132,Organic Chemistry II
CHEM,2132L,Organic Chemistry II Laboratory
CHEM,2136L,Organic Chemistry Laboratory
CHEM,2141,Survey of Physical Chemistry
CHEM,3090,Special Topics in Chemistry
CHEM,3111,Quantitative Analysis
CHEM,3112,Modern Separation Techniques
CHEM,3113,Survey of Instrumental Methods of Analysis
CHEM,3121,Inorganic Chemistry
CHEM,3141,Physical Chemistry I
CHEM,3141L,Physical Chemistry I Laboratory
CHEM,3142,Physical Chemistry II
CHEM,3142L,Physical Chemistry II Laboratory
CHEM,3165,Survey of Biochemistry
CHEM,3197,Internship in Community Education and Service
CHEM,3500,Chemistry Cooperative Education Experience
CHEM,3695,Chemistry Seminar I
CHEM,4090,Special Topics in Chemistry
CHEM,4095,Topics for Teachers
CHEM,4111,Instrumental Analysis
CHEM,4121,Advanced Inorganic Chemistry
CHEM,4133,Methods of Organic Structure Determination
CHEM,4134,Organic Reaction Mechanisms
CHEM,4135,Concepts and Techniques in Organic Synthesis
CHEM,4165,Principles of Biochemistry I
CHEM,4165L,Principles of Biochemistry I Laboratory
CHEM,4166,Principles of Biochemistry II
CHEM,4167,Structure and Mechanism in Protein Chemistry
CHEM,4171,Biochemical Instrumentation
CHEM,4175,Physical Biochemistry
CHEM,4185,Chemical Fate of Pollutants
CHEM,4200,Computational Chemistry
CHEM,4695,Chemistry Seminar II
CHEM,4696,Chemistry Seminar
CHEM,4900,Directed Undergraduate Research
CHFD,2111,Foundations in Child and Family Development
CHFD,2113,Development: Prenatal to 36 Months
CHFD,2412,"The Practice of Observation, Documentation, and Analysis of Young Children’s Behavior"
CHFD,3112,Supporting Diverse Young Learners - Birth through Kindergarten
CHFD,3113,Families as the Core of Partnerships
CHFD,3114,Responsive Approaches for Infants and Toddlers
CHFD,3115,An Ecological Approach to Learning and Development - Early Childhood to Pre-Adolescence
CHFD,3116,Approaches to Integrated Curriculum for Young Children [3-8]
CHFD,3118,Approaches to Family Supports and Resources
CHFD,3412,Internship 1: The Family and the Community (Birth to 3 Years)
CHFD,3414,"Language, Literacy, and Mathematical Thinking of Young Children: Birth-Kindergarten"
CHFD,3416,Internship: Child and Family Development
CHFD,3800,Individual Study in Child and Family Development
CHFD,4000,Topics in Child and Family Development
CHFD,4200,Child Life: Supporting Children and Families
CHFD,4410,Student Teaching/Seminar: B-K Child and Family Development
CHNS,1201,Elementary Chinese I
CHNS,1201L,Elementary Chinese I Lab
CHNS,1202,Elementary Chinese II
CHNS,1202L,Elementary Chinese II Lab
CHNS,1205,Accelerated Elementary Chinese
CHNS,1502,Global Arts/Humanities: Chinese Culture in the World
CHNS,1512,Local Arts/Humanities: Chinese and Chinese Culture in the U.S.
CHNS,2201,Intermediate Chinese I
CHNS,2201L,Intermediate Chinese I Lab
CHNS,2202,Intermediate Chinese II
CHNS,2202L,Intermediate Chinese II Lab
CHNS,2205,Accelerated Intermediate Chinese
CHNS,3050,Topics in Chinese
CHNS,3051,Topics in Chinese
CHNS,3201,Chinese Grammar and Conversation
CHNS,3202,Chinese Grammar and Conversation
CHNS,3225,Short-Term Abroad
CHNS,4050,Topics in Chinese
CEGR,2101,Civil Engineering Drawing
CEGR,2102,Engineering Economic Analysis
CEGR,2103,Surveying and Technical Drawing
CEGR,2104,Surveying and Site Design
CEGR,2154,Design Project Lab
CEGR,3090,Special Topics in Civil Engineering
CEGR,3111,Construction Engineering
CEGR,3122,Structural Analysis
CEGR,3141,Introduction to Environmental Engineering
CEGR,3143,Hydraulics and Hydrology
CEGR,3153,Transportation Laboratory
CEGR,3155,Environmental Laboratory
CEGR,3161,Transportation Engineering I
CEGR,3201,Systems and Design
CEGR,3202,Systems and Design II
CEGR,3221,Structural Steel Design I
CEGR,3225,Reinforced Concrete Design I
CEGR,3231,Land Development Engineering Fundamentals
CEGR,3233,Land Development Engineering Studio
CEGR,3235,Land Development Engineering - Advanced Site Analysis
CEGR,3255,Structural Materials I Laboratory
CEGR,3258,Geotechnical Laboratory
CEGR,3278,Geotechnical Engineering
CEGR,3695,Civil Engineering Cooperative Education Seminar
CEGR,3890,Individualized Study
CEGR,3990,Undergraduate Research in Civil Engineering
CEGR,4090,Special Topics in Civil Engineering
CEGR,4108,Finite Element Analysis and Applications
CEGR,4122,Power Plant Design
CEGR,4123,Bridge Design
CEGR,4126,"Codes, Loads, and Nodes"
CEGR,4128,Matrix Methods of Structural Analysis
CEGR,4142,Water Treatment Engineering
CEGR,4144,Engineering Hydrology
CEGR,4145,Groundwater Resources Engineering
CEGR,4146,Advanced Engineering Hydraulics
CEGR,4147,Stormwater Management
CEGR,4149,Environmental Engineering Principles and Practices
CEGR,4153,Fundamentals of Environmental Microbiology
CEGR,4161,Advanced Traffic Engineering
CEGR,4162,Transportation Planning
CEGR,4168,Airport Planning and Design
CEGR,4171,Urban Public Transportation
CEGR,4181,Human Factors in Traffic Engineering
CEGR,4182,Transportation Environmental Assessment
CEGR,4183,Traffic Engineering Studies
CEGR,4184,Highway Safety
CEGR,4185,Geometric Design of Highways
CEGR,4222,Structural Steel Design II
CEGR,4223,Timber Design
CEGR,4224,Advanced Structural Analysis
CEGR,4226,Reinforced Concrete Design II
CEGR,4242,Wastewater Treatment Design
CEGR,4246,Energy and the Environment
CEGR,4247,Sustainability
CEGR,4262,Traffic Engineering
CEGR,4264,Landfill Design
CEGR,4270,Earth Pressures and Retaining Structures
CEGR,4271,Pavement Design
CEGR,4272,Design with Geosynthetics
CEGR,4273,Engineering Ground Improvement
CEGR,4278,Geotechnical Engineering II
ENVE,3111,Construction Engineering
ENVE,3201,Environmental Systems and Design
ETCE,1104,Civil/Construction CAD Applications
ETCE,1211,Construction Surveying I
ETCE,1211L,Construction Surveying I Laboratory
ETCE,1222,Construction Materials
ETCE,2105,Plan Reading and Quantity Takeoff
ETCE,2112,Construction Surveying and Layout
ETCE,2112L,Constructions Surveying and Layout Laboratory
ETCE,2163L,Construction Materials and Structures Lab
ETCE,2221,Construction Means and Methods
ETCE,2410,Introduction to Environmental Engineering Technology
ETCE,3131,Soil Mechanics and Earthwork
ETCE,3131L,Soil Testing Laboratory
ETCE,3163,Structural Analysis and Design I
ETCE,3163L,Structures and Materials Laboratory
ETCE,3242,Hydraulics and Hydrology
ETCE,3242L,Hydraulics Laboratory
ETCE,3264,Structural Analysis
ETCE,3271,Building Systems
ETCE,3271L,Building Systems Laboratory
ETCE,4073,Special Topics - Civil Engineering Technology
ETCE,4143,Water and Wastewater Systems
ETCE,4143L,Environmental Laboratory
ETCE,4165,Structural Steel Design
ETCE,4251,Highway Design and Construction
ETCE,4266,Reinforced Concrete Design
ETCE,4272,Capstone Project
ETCE,4344,Applied Hydrology and Storm Water Management
ETCE,4350,Construction Geotechnics and Foundations
COMM,1101,Public Speaking
COMM,1107,Introduction to Communication Contexts
COMM,1501,Global Social Science: Global and Intercultural Communication
COMM,1511,"Local Social Science: Health, Well-Being, and Quality of Life"
COMM,2050,Topics in Oral Communication
COMM,2100,Introduction to Communication Theory
COMM,2101,Introduction to Rhetorical Theory
COMM,2102,Advanced Public Speaking
COMM,2103,Argumentation and Debate
COMM,2104,Communication Studies Foundations
COMM,2105,Small Group Communication
COMM,2107,Interpersonal Communication
COMM,2110,Women and the Media
COMM,2120,Black Images in the Media in the U.S.
COMM,2145,Principles of Public Relations
COMM,2146,Public Relations Ethics
COMM,3050,Topics in Communication Studies
COMM,3051,Topics in Health Communication
COMM,3052,Topics in Media & Technology Studies
COMM,3053,"Topics in Rhetoric, Culture, and Social Change"
COMM,3054,Topics in Organizational Communication
COMM,3055,Topics in Public Relations
COMM,3056,Topics in Communication Studies
COMM,3100,Communication Research Methods
COMM,3101,Persuasion
COMM,3110,Gender and Communication
COMM,3115,Health Communication
COMM,3120,"Media, Technology & Communication"
